Id:ID¿ Type¿ Kind¿ Code¿ Range¿ Location¿ Value¿ Raw¿ Async¿ Label:LABEL¿ SemanticType
27¿ exit¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ASTNode¿ 
1¿ Program¿ ¿ ¿ [149,280]¿ {start:{line:2,column:0},end:{line:4,column:39}}¿ ¿ ¿ ¿ ASTNode¿ 
2¿ VariableDeclaration¿ let¿ ¿ [149,204]¿ {start:{line:2,column:0},end:{line:2,column:55}}¿ ¿ ¿ ¿ ASTNode¿ 
3¿ VariableDeclarator¿ ¿ =¿ [153,203]¿ {start:{line:2,column:4},end:{line:2,column:54}}¿ ¿ ¿ ¿ ASTNode¿ 
4¿ Identifier¿ ¿ myObject¿ [153,161]¿ {start:{line:2,column:4},end:{line:2,column:12}}¿ ¿ ¿ ¿ ASTNode¿ 
5¿ LogicalExpression¿ ¿ ||¿ [164,203]¿ {start:{line:2,column:15},end:{line:2,column:54}}¿ ¿ ¿ ¿ ASTNode¿ 
6¿ MemberExpression¿ ¿ ¿ [164,179]¿ {start:{line:2,column:15},end:{line:2,column:30}}¿ ¿ ¿ ¿ ASTNode¿ 
7¿ Identifier¿ ¿ window¿ [164,170]¿ {start:{line:2,column:15},end:{line:2,column:21}}¿ ¿ ¿ ¿ ASTNode¿ 
8¿ Identifier¿ ¿ myObject¿ [171,179]¿ {start:{line:2,column:22},end:{line:2,column:30}}¿ ¿ ¿ ¿ ASTNode¿ 
9¿ ObjectExpression¿ ¿ ¿ [183,203]¿ {start:{line:2,column:34},end:{line:2,column:54}}¿ ¿ ¿ ¿ ASTNode¿ 
10¿ Property¿ init¿ ¿ [185,201]¿ {start:{line:2,column:36},end:{line:2,column:52}}¿ ¿ ¿ ¿ ASTNode¿ 
11¿ Identifier¿ ¿ json_value¿ [185,195]¿ {start:{line:2,column:36},end:{line:2,column:46}}¿ ¿ ¿ ¿ ASTNode¿ 
12¿ Literal¿ ¿ ¿ [197,201]¿ {start:{line:2,column:48},end:{line:2,column:52}}¿ {}¿ '{}'¿ ¿ ASTNode¿ 
13¿ VariableDeclaration¿ let¿ ¿ [205,240]¿ {start:{line:3,column:0},end:{line:3,column:35}}¿ ¿ ¿ ¿ ASTNode¿ 
14¿ VariableDeclarator¿ ¿ =¿ [209,239]¿ {start:{line:3,column:4},end:{line:3,column:34}}¿ ¿ ¿ ¿ ASTNode¿ 
15¿ Identifier¿ ¿ json_str¿ [209,217]¿ {start:{line:3,column:4},end:{line:3,column:12}}¿ ¿ ¿ ¿ ASTNode¿ 
16¿ MemberExpression¿ ¿ ¿ [220,239]¿ {start:{line:3,column:15},end:{line:3,column:34}}¿ ¿ ¿ ¿ ASTNode¿ 
17¿ Identifier¿ ¿ myObject¿ [220,228]¿ {start:{line:3,column:15},end:{line:3,column:23}}¿ ¿ ¿ ¿ ASTNode¿ 
18¿ Identifier¿ ¿ json_value¿ [229,239]¿ {start:{line:3,column:24},end:{line:3,column:34}}¿ ¿ ¿ ¿ ASTNode¿ 
19¿ VariableDeclaration¿ let¿ ¿ [241,280]¿ {start:{line:4,column:0},end:{line:4,column:39}}¿ ¿ ¿ ¿ ASTNode¿ 
20¿ VariableDeclarator¿ ¿ =¿ [245,279]¿ {start:{line:4,column:4},end:{line:4,column:38}}¿ ¿ ¿ ¿ ASTNode¿ 
21¿ Identifier¿ ¿ settingsObj¿ [245,256]¿ {start:{line:4,column:4},end:{line:4,column:15}}¿ ¿ ¿ ¿ ASTNode¿ 
22¿ CallExpression¿ ¿ ¿ [259,279]¿ {start:{line:4,column:18},end:{line:4,column:38}}¿ ¿ ¿ ¿ ASTNode¿ 
23¿ MemberExpression¿ ¿ ¿ [259,269]¿ {start:{line:4,column:18},end:{line:4,column:28}}¿ ¿ ¿ ¿ ASTNode¿ 
24¿ Identifier¿ ¿ JSON¿ [259,263]¿ {start:{line:4,column:18},end:{line:4,column:22}}¿ ¿ ¿ ¿ ASTNode¿ 
25¿ Identifier¿ ¿ parse¿ [264,269]¿ {start:{line:4,column:23},end:{line:4,column:28}}¿ ¿ ¿ ¿ ASTNode¿ 
26¿ Identifier¿ ¿ json_str¿ [270,278]¿ {start:{line:4,column:29},end:{line:4,column:37}}¿ ¿ ¿ ¿ ASTNode¿ 
