Id:ID¿ Type¿ Kind¿ Code¿ Range¿ Location¿ Value¿ Raw¿ Async¿ Label:LABEL¿ SemanticType
43¿ exit¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ASTNode¿ 
44¿ exit¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ASTNode¿ 
1¿ Program¿ ¿ ¿ [104,350]¿ {start:{line:2,column:0},end:{line:7,column:5}}¿ ¿ ¿ ¿ ASTNode¿ 
2¿ ExpressionStatement¿ ¿ ¿ [104,350]¿ {start:{line:2,column:0},end:{line:7,column:5}}¿ ¿ ¿ ¿ ASTNode¿ 
3¿ CallExpression¿ ¿ ¿ [104,349]¿ {start:{line:2,column:0},end:{line:7,column:4}}¿ ¿ ¿ ¿ ASTNode¿ 
4¿ FunctionExpression¿ ¿ ¿ [105,346]¿ {start:{line:2,column:1},end:{line:7,column:1}}¿ ¿ ¿ false¿ ASTNode¿ 
5¿ BlockStatement¿ ¿ ¿ [116,346]¿ {start:{line:2,column:12},end:{line:7,column:1}}¿ ¿ ¿ ¿ ASTNode¿ 
6¿ VariableDeclaration¿ let¿ ¿ [122,186]¿ {start:{line:3,column:4},end:{line:3,column:68}}¿ ¿ ¿ ¿ ASTNode¿ 
7¿ VariableDeclarator¿ ¿ =¿ [126,185]¿ {start:{line:3,column:8},end:{line:3,column:67}}¿ ¿ ¿ ¿ ASTNode¿ 
8¿ Identifier¿ ¿ myObjectK¿ [126,135]¿ {start:{line:3,column:8},end:{line:3,column:17}}¿ ¿ ¿ ¿ ASTNode¿ 
9¿ LogicalExpression¿ ¿ ||¿ [138,185]¿ {start:{line:3,column:20},end:{line:3,column:67}}¿ ¿ ¿ ¿ ASTNode¿ 
10¿ MemberExpression¿ ¿ ¿ [138,153]¿ {start:{line:3,column:20},end:{line:3,column:35}}¿ ¿ ¿ ¿ ASTNode¿ 
11¿ Identifier¿ ¿ window¿ [138,144]¿ {start:{line:3,column:20},end:{line:3,column:26}}¿ ¿ ¿ ¿ ASTNode¿ 
12¿ Identifier¿ ¿ myObject¿ [145,153]¿ {start:{line:3,column:27},end:{line:3,column:35}}¿ ¿ ¿ ¿ ASTNode¿ 
13¿ ObjectExpression¿ ¿ ¿ [157,185]¿ {start:{line:3,column:39},end:{line:3,column:67}}¿ ¿ ¿ ¿ ASTNode¿ 
14¿ Property¿ init¿ ¿ [159,183]¿ {start:{line:3,column:41},end:{line:3,column:65}}¿ ¿ ¿ ¿ ASTNode¿ 
15¿ Identifier¿ ¿ setting_key¿ [159,170]¿ {start:{line:3,column:41},end:{line:3,column:52}}¿ ¿ ¿ ¿ ASTNode¿ 
16¿ Literal¿ ¿ ¿ [172,183]¿ {start:{line:3,column:54},end:{line:3,column:65}}¿ legit_key¿ 'legit_key'¿ ¿ ASTNode¿ 
17¿ VariableDeclaration¿ let¿ ¿ [191,257]¿ {start:{line:4,column:4},end:{line:4,column:70}}¿ ¿ ¿ ¿ ASTNode¿ 
18¿ VariableDeclarator¿ ¿ =¿ [195,256]¿ {start:{line:4,column:8},end:{line:4,column:69}}¿ ¿ ¿ ¿ ASTNode¿ 
19¿ Identifier¿ ¿ myObjectV¿ [195,204]¿ {start:{line:4,column:8},end:{line:4,column:17}}¿ ¿ ¿ ¿ ASTNode¿ 
20¿ LogicalExpression¿ ¿ ||¿ [207,256]¿ {start:{line:4,column:20},end:{line:4,column:69}}¿ ¿ ¿ ¿ ASTNode¿ 
21¿ MemberExpression¿ ¿ ¿ [207,222]¿ {start:{line:4,column:20},end:{line:4,column:35}}¿ ¿ ¿ ¿ ASTNode¿ 
22¿ Identifier¿ ¿ window¿ [207,213]¿ {start:{line:4,column:20},end:{line:4,column:26}}¿ ¿ ¿ ¿ ASTNode¿ 
23¿ Identifier¿ ¿ myObject¿ [214,222]¿ {start:{line:4,column:27},end:{line:4,column:35}}¿ ¿ ¿ ¿ ASTNode¿ 
24¿ ObjectExpression¿ ¿ ¿ [226,256]¿ {start:{line:4,column:39},end:{line:4,column:69}}¿ ¿ ¿ ¿ ASTNode¿ 
25¿ Property¿ init¿ ¿ [228,254]¿ {start:{line:4,column:41},end:{line:4,column:67}}¿ ¿ ¿ ¿ ASTNode¿ 
26¿ Identifier¿ ¿ setting_val¿ [228,239]¿ {start:{line:4,column:41},end:{line:4,column:52}}¿ ¿ ¿ ¿ ASTNode¿ 
27¿ Literal¿ ¿ ¿ [241,254]¿ {start:{line:4,column:54},end:{line:4,column:67}}¿ legit_value¿ 'legit_value'¿ ¿ ASTNode¿ 
28¿ VariableDeclaration¿ let¿ ¿ [262,292]¿ {start:{line:5,column:4},end:{line:5,column:34}}¿ ¿ ¿ ¿ ASTNode¿ 
29¿ VariableDeclarator¿ ¿ =¿ [266,291]¿ {start:{line:5,column:8},end:{line:5,column:33}}¿ ¿ ¿ ¿ ASTNode¿ 
30¿ Identifier¿ ¿ k¿ [266,267]¿ {start:{line:5,column:8},end:{line:5,column:9}}¿ ¿ ¿ ¿ ASTNode¿ 
31¿ MemberExpression¿ ¿ ¿ [270,291]¿ {start:{line:5,column:12},end:{line:5,column:33}}¿ ¿ ¿ ¿ ASTNode¿ 
32¿ Identifier¿ ¿ myObjectK¿ [270,279]¿ {start:{line:5,column:12},end:{line:5,column:21}}¿ ¿ ¿ ¿ ASTNode¿ 
33¿ Identifier¿ ¿ setting_key¿ [280,291]¿ {start:{line:5,column:22},end:{line:5,column:33}}¿ ¿ ¿ ¿ ASTNode¿ 
34¿ ExpressionStatement¿ ¿ ¿ [297,344]¿ {start:{line:6,column:4},end:{line:6,column:51}}¿ ¿ ¿ ¿ ASTNode¿ 
35¿ CallExpression¿ ¿ ¿ [297,343]¿ {start:{line:6,column:4},end:{line:6,column:50}}¿ ¿ ¿ ¿ ASTNode¿ 
36¿ MemberExpression¿ ¿ ¿ [297,317]¿ {start:{line:6,column:4},end:{line:6,column:24}}¿ ¿ ¿ ¿ ASTNode¿ 
37¿ Identifier¿ ¿ localStorage¿ [297,309]¿ {start:{line:6,column:4},end:{line:6,column:16}}¿ ¿ ¿ ¿ ASTNode¿ 
38¿ Identifier¿ ¿ setItem¿ [310,317]¿ {start:{line:6,column:17},end:{line:6,column:24}}¿ ¿ ¿ ¿ ASTNode¿ 
39¿ Identifier¿ ¿ k¿ [318,319]¿ {start:{line:6,column:25},end:{line:6,column:26}}¿ ¿ ¿ ¿ ASTNode¿ 
40¿ MemberExpression¿ ¿ ¿ [321,342]¿ {start:{line:6,column:28},end:{line:6,column:49}}¿ ¿ ¿ ¿ ASTNode¿ 
41¿ Identifier¿ ¿ myObjectV¿ [321,330]¿ {start:{line:6,column:28},end:{line:6,column:37}}¿ ¿ ¿ ¿ ASTNode¿ 
42¿ Identifier¿ ¿ setting_val¿ [331,342]¿ {start:{line:6,column:38},end:{line:6,column:49}}¿ ¿ ¿ ¿ ASTNode¿ 
