Id:ID¿ Type¿ Kind¿ Code¿ Range¿ Location¿ Value¿ Raw¿ Async¿ Label:LABEL¿ SemanticType
46¿ exit¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ASTNode¿ 
47¿ exit¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ASTNode¿ 
48¿ exit¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ASTNode¿ 
1¿ Program¿ ¿ ¿ [160,375]¿ {start:{line:2,column:0},end:{line:7,column:7}}¿ ¿ ¿ ¿ ASTNode¿ 
2¿ FunctionDeclaration¿ ¿ ¿ [160,367]¿ {start:{line:2,column:0},end:{line:6,column:1}}¿ ¿ ¿ false¿ ASTNode¿ 
3¿ Identifier¿ ¿ main¿ [169,173]¿ {start:{line:2,column:9},end:{line:2,column:13}}¿ ¿ ¿ ¿ ASTNode¿ 
4¿ BlockStatement¿ ¿ ¿ [176,367]¿ {start:{line:2,column:16},end:{line:6,column:1}}¿ ¿ ¿ ¿ ASTNode¿ 
5¿ VariableDeclaration¿ var¿ ¿ [182,236]¿ {start:{line:3,column:4},end:{line:3,column:58}}¿ ¿ ¿ ¿ ASTNode¿ 
6¿ VariableDeclarator¿ ¿ =¿ [186,235]¿ {start:{line:3,column:8},end:{line:3,column:57}}¿ ¿ ¿ ¿ ASTNode¿ 
7¿ Identifier¿ ¿ obj¿ [186,189]¿ {start:{line:3,column:8},end:{line:3,column:11}}¿ ¿ ¿ ¿ ASTNode¿ 
8¿ LogicalExpression¿ ¿ ||¿ [192,235]¿ {start:{line:3,column:14},end:{line:3,column:57}}¿ ¿ ¿ ¿ ASTNode¿ 
9¿ MemberExpression¿ ¿ ¿ [192,207]¿ {start:{line:3,column:14},end:{line:3,column:29}}¿ ¿ ¿ ¿ ASTNode¿ 
10¿ Identifier¿ ¿ window¿ [192,198]¿ {start:{line:3,column:14},end:{line:3,column:20}}¿ ¿ ¿ ¿ ASTNode¿ 
11¿ Identifier¿ ¿ myObject¿ [199,207]¿ {start:{line:3,column:21},end:{line:3,column:29}}¿ ¿ ¿ ¿ ASTNode¿ 
12¿ ObjectExpression¿ ¿ ¿ [211,235]¿ {start:{line:3,column:33},end:{line:3,column:57}}¿ ¿ ¿ ¿ ASTNode¿ 
13¿ Property¿ init¿ ¿ [213,233]¿ {start:{line:3,column:35},end:{line:3,column:55}}¿ ¿ ¿ ¿ ASTNode¿ 
14¿ Identifier¿ ¿ html¿ [213,217]¿ {start:{line:3,column:35},end:{line:3,column:39}}¿ ¿ ¿ ¿ ASTNode¿ 
15¿ Literal¿ ¿ ¿ [219,233]¿ {start:{line:3,column:41},end:{line:3,column:55}}¿ Hello world!¿ 'Hello world!'¿ ¿ ASTNode¿ 
16¿ VariableDeclaration¿ var¿ ¿ [241,292]¿ {start:{line:4,column:4},end:{line:4,column:55}}¿ ¿ ¿ ¿ ASTNode¿ 
