Id:ID¿ Type¿ Kind¿ Code¿ Range¿ Location¿ Value¿ Raw¿ Async¿ Label:LABEL¿ SemanticType
30¿ exit¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ASTNode¿ 
31¿ exit¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ASTNode¿ 
32¿ exit¿ ¿ ¿ ¿ ¿ ¿ ¿ ¿ ASTNode¿ 
1¿ Program¿ ¿ ¿ [155,273]¿ {start:{line:2,column:0},end:{line:7,column:17}}¿ ¿ ¿ ¿ ASTNode¿ 
2¿ FunctionDeclaration¿ ¿ ¿ [155,205]¿ {start:{line:2,column:0},end:{line:4,column:1}}¿ ¿ ¿ false¿ ASTNode¿ 
3¿ Identifier¿ ¿ f¿ [164,165]¿ {start:{line:2,column:9},end:{line:2,column:10}}¿ ¿ ¿ ¿ ASTNode¿ 
4¿ Identifier¿ ¿ code¿ [166,170]¿ {start:{line:2,column:11},end:{line:2,column:15}}¿ ¿ ¿ ¿ ASTNode¿ 
5¿ BlockStatement¿ ¿ ¿ [172,205]¿ {start:{line:2,column:17},end:{line:4,column:1}}¿ ¿ ¿ ¿ ASTNode¿ 
6¿ ExpressionStatement¿ ¿ ¿ [175,203]¿ {start:{line:3,column:1},end:{line:3,column:29}}¿ ¿ ¿ ¿ ASTNode¿ 
7¿ CallExpression¿ ¿ ¿ [175,202]¿ {start:{line:3,column:1},end:{line:3,column:28}}¿ ¿ ¿ ¿ ASTNode¿ 
8¿ Identifier¿ ¿ eval¿ [175,179]¿ {start:{line:3,column:1},end:{line:3,column:5}}¿ ¿ ¿ ¿ ASTNode¿ 
9¿ BinaryExpression¿ ¿ +¿ [180,201]¿ {start:{line:3,column:6},end:{line:3,column:27}}¿ ¿ ¿ ¿ ASTNode¿ 
10¿ Literal¿ ¿ ¿ [180,194]¿ {start:{line:3,column:6},end:{line:3,column:20}}¿ stringPrefix¿ stringPrefix¿ ¿ ASTNode¿ 
11¿ Identifier¿ ¿ code¿ [197,201]¿ {start:{line:3,column:23},end:{line:3,column:27}}¿ ¿ ¿ ¿ ASTNode¿ 
12¿ EmptyStatement¿ ¿ ¿ [205,206]¿ {start:{line:4,column:1},end:{line:4,column:2}}¿ ¿ ¿ ¿ ASTNode¿ 
13¿ VariableDeclaration¿ let¿ ¿ [208,255]¿ {start:{line:6,column:0},end:{line:6,column:47}}¿ ¿ ¿ ¿ ASTNode¿ 
14¿ VariableDeclarator¿ ¿ =¿ [212,254]¿ {start:{line:6,column:4},end:{line:6,column:46}}¿ ¿ ¿ ¿ ASTNode¿ 
15¿ Identifier¿ ¿ myObject¿ [212,220]¿ {start:{line:6,column:4},end:{line:6,column:12}}¿ ¿ ¿ ¿ ASTNode¿ 
16¿ LogicalExpression¿ ¿ ||¿ [223,254]¿ {start:{line:6,column:15},end:{line:6,column:46}}¿ ¿ ¿ ¿ ASTNode¿ 
17¿ MemberExpression¿ ¿ ¿ [223,238]¿ {start:{line:6,column:15},end:{line:6,column:30}}¿ ¿ ¿ ¿ ASTNode¿ 
18¿ Identifier¿ ¿ window¿ [223,229]¿ {start:{line:6,column:15},end:{line:6,column:21}}¿ ¿ ¿ ¿ ASTNode¿ 
19¿ Identifier¿ ¿ myObject¿ [230,238]¿ {start:{line:6,column:22},end:{line:6,column:30}}¿ ¿ ¿ ¿ ASTNode¿ 
20¿ ObjectExpression¿ ¿ ¿ [242,254]¿ {start:{line:6,column:34},end:{line:6,column:46}}¿ ¿ ¿ ¿ ASTNode¿ 
21¿ Property¿ init¿ ¿ [244,252]¿ {start:{line:6,column:36},end:{line:6,column:44}}¿ ¿ ¿ ¿ ASTNode¿ 
22¿ Identifier¿ ¿ code¿ [244,248]¿ {start:{line:6,column:36},end:{line:6,column:40}}¿ ¿ ¿ ¿ ASTNode¿ 
23¿ Literal¿ ¿ ¿ [250,252]¿ {start:{line:6,column:42},end:{line:6,column:44}}¿ ¿ ¿ ¿ ASTNode¿ 
24¿ ExpressionStatement¿ ¿ ¿ [256,273]¿ {start:{line:7,column:0},end:{line:7,column:17}}¿ ¿ ¿ ¿ ASTNode¿ 
25¿ CallExpression¿ ¿ ¿ [256,272]¿ {start:{line:7,column:0},end:{line:7,column:16}}¿ ¿ ¿ ¿ ASTNode¿ 
26¿ Identifier¿ ¿ f¿ [256,257]¿ {start:{line:7,column:0},end:{line:7,column:1}}¿ ¿ ¿ ¿ ASTNode¿ 
27¿ MemberExpression¿ ¿ ¿ [258,271]¿ {start:{line:7,column:2},end:{line:7,column:15}}¿ ¿ ¿ ¿ ASTNode¿ 
28¿ Identifier¿ ¿ myObject¿ [258,266]¿ {start:{line:7,column:2},end:{line:7,column:10}}¿ ¿ ¿ ¿ ASTNode¿ 
29¿ Identifier¿ ¿ code¿ [267,271]¿ {start:{line:7,column:11},end:{line:7,column:15}}¿ ¿ ¿ ¿ ASTNode¿ 
